,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse_kBtu,SteamUse_kBtu,Electricity_kBtu,NaturalGas_kBtu,OtherFuelUse_kBtu,GHGEmissions_MetricTonsCO2e,GHGEmissionsIntensity_kgCO2e_ft2
4010,19534,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,45878,45878.0,0.0,0.0,,27.0,964498.625,0.0,964499.0,0.0,0.0,6.72,0.15
4011,19535,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1.0,37824,37824.0,0.0,0.0,,88.0,1112533.75,0.0,725709.0,386825.0,0.0,25.6,0.68
4014,19541,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,26815,20347.0,1439.0,950.0,,,861007.625,0.0,579144.0,281864.0,0.0,19.01,0.71
4015,19549,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1.0,22529,22529.0,0.0,0.0,,,668915.625,0.0,299797.0,369119.0,0.0,21.69,0.96
4016,19550,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,148474,64445.0,15000.0,0.0,,64.0,3936546.75,0.0,1869074.0,2067472.0,0.75,122.83,0.83
4017,19559,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,48001,48001.0,0.0,0.0,,49.0,2143650.5,0.0,593580.0,1550071.0,0.0,86.46,1.8
4018,19565,NonResidential,Warehouse,GREATER DUWAMISH,1.0,26380,23620.0,2760.0,0.0,,,509124.0,0.0,508416.0,708.0,0.0,3.58,0.14
4019,19570,NonResidential,Warehouse,GREATER DUWAMISH,1.0,37351,29551.0,9569.0,0.0,,10.0,2559461.5,0.0,1276462.0,1283000.0,0.0,77.04,2.06
4020,19572,NonResidential,Warehouse,GREATER DUWAMISH,1.0,30375,30375.0,0.0,0.0,,73.0,345866.375,0.0,345867.0,0.0,0.0,2.41,0.08
4021,19576,NonResidential,Warehouse,GREATER DUWAMISH,1.0,30004,24280.0,4950.0,0.0,,,369291.5,0.0,369291.0,0.0,0.5,2.57,0.09
4022,19579,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,21991,21991.0,10244.0,0.0,,72.0,596155.25,0.0,596156.0,0.0,0.0,4.16,0.13
4023,19583,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,120405,102342.0,14410.0,3252.0,,,3366510.0,0.0,2938894.0,427616.0,0.0,43.2,0.36
4024,19584,NonResidential,Other,NORTHEAST,1.0,39971,36185.0,3142.0,644.0,,,10960107.0,0.0,3598398.0,7361709.0,0.0,416.07,10.41
4025,19590,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,23976,23976.0,0.0,0.0,,80.0,635951.625,0.0,635952.0,0.0,0.0,4.43,0.18
4026,19596,NonResidential,Worship Facility,BALLARD,1.0,33589,33589.0,0.0,0.0,,90.0,509836.1875,0.0,111626.0,398210.0,0.1875,21.93,0.65
4027,19601,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1.0,169149,140961.0,7235.0,0.0,,84.0,4606967.5,0.0,3949397.0,657570.0,0.5,62.46,0.37
4028,19604,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1.0,25368,25368.0,0.0,0.0,,72.0,770082.125,0.0,539441.0,230641.0,0.125,16.01,0.63
4029,19613,NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,43500,43495.0,0.0,0.0,,46.0,3220635.25,0.0,3216396.0,4239.0,0.25,22.65,0.52
4030,19621,NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,28492,28492.0,0.0,0.0,,12.0,1896298.75,0.0,1363957.0,532342.0,0.0,37.78,1.33
4031,19623,NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,22325,18000.0,1800.0,1000.0,,,1401315.75,0.0,1401316.0,0.0,0.0,9.77,0.44
4032,19624,NonResidential,Restaurant,BALLARD,1.0,22719,22719.0,0.0,0.0,,,1358519.0,0.0,1358519.0,0.0,0.0,9.47,0.42
4033,19653,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,50141,33608.0,0.0,0.0,,82.0,3077371.0,0.0,718589.0,2358782.0,0.0,130.28,2.6
4034,19654,NonResidential,Laboratory,DOWNTOWN,1.0,22588,69000.0,0.0,0.0,,,7251589.0,0.0,7251588.0,0.0,1.0,50.55,1.13
4035,19661,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,140049,80670.0,26215.0,20480.0,,,3986982.5,0.0,2120454.0,1866529.0,0.0,113.91,0.81
4036,19662,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,58954,58954.0,0.0,0.0,,85.0,2569106.5,0.0,643118.0,1925988.0,0.5,106.77,1.81
4037,19664,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,37992,37992.0,0.0,0.0,,98.0,1128311.125,0.0,639703.0,488608.0,0.125,30.41,0.8
4038,19667,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,62876,44995.0,11095.0,2973.0,,,967432.625,0.0,967433.0,0.0,0.0,6.74,0.11
4039,19668,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,40562,36300.0,1096.0,0.0,,,1256575.75,0.0,829479.0,427097.0,0.0,28.47,0.7
4040,19669,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,40489,40489.0,0.0,0.0,,98.0,1603017.0,0.0,405131.0,1197887.0,0.0,66.44,1.64
4041,19670,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,34800,28500.0,6300.0,0.0,,55.0,874707.0,0.0,874707.0,0.0,0.0,6.1,0.18
4042,19671,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,28058,24169.0,3889.0,0.0,,,753721.125,0.0,464395.0,289326.0,0.125,18.6,0.66
4044,19677,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,86560,62380.0,0.0,0.0,,53.0,3229864.5,0.0,3088405.0,141459.0,0.5,29.04,0.34
4045,19679,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,79235,65706.0,13529.0,0.0,,18.0,4206839.5,0.0,4206839.0,0.0,0.5,29.33,0.32
4046,19680,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,142063,71127.0,21051.0,0.0,,74.0,2807792.5,0.0,2588115.0,219678.0,0.0,29.71,0.21
4047,19682,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,135433,135433.0,53284.0,0.0,,85.0,4192895.0,0.0,3732669.0,460226.0,0.0,50.46,0.27
4048,19685,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,33400,32545.0,0.0,0.0,,82.0,1713381.5,0.0,464423.0,1248959.0,0.0,69.57,2.08
4049,19690,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,85042,88144.0,0.0,0.0,,33.0,2306723.5,0.0,911268.0,1395455.0,0.5,80.47,0.91
4051,19695,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,37619,37619.0,0.0,0.0,,62.0,1119640.25,0.0,642173.0,477467.0,0.25,29.84,0.79
4052,19696,NonResidential,Retail Store,DOWNTOWN,1.0,147545,147545.0,0.0,0.0,,69.0,6787070.0,0.0,4133510.0,2653559.0,1.0,169.75,1.15
4053,19697,Nonresidential COS,Other,NORTH,1.0,21462,25778.0,200.0,0.0,,,1114384.625,0.0,1114384.0,0.0,0.625,7.77,0.36
4054,19699,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,24178,34476.0,0.0,0.0,,81.0,775728.625,0.0,533501.0,242228.0,0.0,16.58,0.69
4055,19704,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,107518,82283.0,1000.0,592.0,,81.0,4086293.0,0.0,1832679.0,2253614.0,0.0,132.47,1.23
4056,19706,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1.0,30720,30720.0,0.0,0.0,,,846389.3125,0.0,605363.0,241026.0,0.3125,17.02,0.55
4058,19709,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,38970,38970.0,0.0,0.0,,85.0,818836.125,0.0,818836.0,0.0,0.125,5.71,0.15
4059,19712,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1.0,24648,24648.0,0.0,0.0,,90.0,572692.25,0.0,572693.0,0.0,0.0,3.99,0.16
4060,19715,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,34270,21136.0,0.0,0.0,,52.0,635697.3125,0.0,635697.0,0.0,0.3125,4.43,0.13
4061,19718,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,20837,20837.0,0.0,0.0,,,387226.0,0.0,387226.0,0.0,0.0,2.7,0.13
4063,19730,NonResidential,Other,NORTHWEST,1.0,28072,23835.0,0.0,0.0,,,1362523.0,0.0,192436.0,1170087.0,0.0,63.48,2.26
4064,19736,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,24864,24864.0,0.0,0.0,,37.0,614985.0,0.0,614985.0,0.0,0.0,4.29,0.17
4065,19740,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,39050,39050.0,0.0,0.0,,95.0,1007356.313,0.0,1007356.0,0.0,0.31299999996554106,7.02,0.18
4066,19741,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,77800,46300.0,0.0,0.0,,13.0,3116420.25,0.0,2469304.0,647116.0,0.25,51.58,0.66
4067,19742,NonResidential,Restaurant,DOWNTOWN,1.0,31020,31020.0,0.0,0.0,,,4970047.0,0.0,1221601.0,3748445.0,1.0,207.6,6.69
4068,19743,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,21600,14400.0,7200.0,0.0,,,1636649.125,0.0,1241985.0,394664.0,0.125,29.62,1.37
4069,19746,NonResidential,Other,DOWNTOWN,1.0,23000,20310.0,2689.600098,0.0,,,711117.75,0.0,260639.0,450480.0,0.0,25.74,1.12
4070,19747,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,48505,37993.0,3547.0,0.0,,59.0,4322873.0,0.0,1915699.0,2407174.0,0.0,141.2,2.28
4071,19748,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,590869,409137.0,181732.0,0.0,,93.0,14856602.0,0.0,8983223.0,5873378.0,1.0,374.56,0.63
4072,19749,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,145275,103023.0,0.0,0.0,,57.0,2653900.0,0.0,2653900.0,0.0,0.0,18.5,0.13
4073,19750,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,64630,64630.0,0.0,0.0,,96.0,1408291.375,0.0,1408291.0,0.0,0.375,9.82,0.15
4074,19752,NonResidential,Worship Facility,DOWNTOWN,1.0,20920,20920.0,0.0,0.0,,15.0,1042108.0,0.0,285047.0,757062.0,0.0,42.19,2.02
4075,19753,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,26640,20840.0,5800.0,0.0,,3.0,2173355.5,0.0,1128537.0,1044820.0,0.0,63.36,2.38
4076,19754,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,40329,36514.0,2132.0,784.0,,,3696784.5,0.0,1263822.0,2432963.0,0.0,138.03,3.42
4077,19755,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,20565,20565.0,0.0,0.0,,65.0,802312.5,0.0,802312.0,0.0,0.5,5.59,0.27
4078,19756,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,34880,40987.0,0.0,0.0,,90.0,922153.6875,0.0,922153.0,0.0,0.6875,6.43,0.18
4079,19757,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,56776,50841.0,0.0,0.0,,99.0,1583110.25,0.0,689766.0,893344.0,0.25,52.25,0.92
4080,19758,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,112676,77887.0,34789.0,0.0,,84.0,3073937.5,0.0,2355165.0,718772.0,0.5,54.59,0.48
4081,19766,NonResidential,Worship Facility,SOUTHWEST,1.0,22128,22128.0,0.0,0.0,,94.0,608359.375,0.0,153306.0,455054.0,0.0,25.24,1.14
4082,19770,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,26880,26880.0,0.0,0.0,,13.0,1195994.125,0.0,946968.0,249026.0,0.125,19.83,0.74
4084,19774,NonResidential,Retail Store,NORTHWEST,1.0,48139,40000.0,0.0,0.0,,98.0,859236.625,0.0,468402.0,390834.0,0.625,24.02,0.5
4086,19777,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,1.0,214388,171306.0,43082.0,0.0,,96.0,4555219.5,0.0,4555219.0,0.0,0.5,31.76,0.15
4087,19781,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,43228,43228.0,0.0,0.0,,100.0,1022957.688,0.0,1022957.0,0.0,0.6879999999655411,7.13,0.16
4088,19783,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,23231,22047.0,0.0,0.0,,93.0,566665.1875,0.0,566665.0,0.0,0.1875,3.95,0.17
4089,19787,NonResidential,Worship Facility,SOUTHWEST,1.0,21364,15364.0,6000.0,0.0,,86.0,965651.125,0.0,162220.0,803431.0,0.125,43.8,2.05
4090,19788,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,208125,79872.0,36000.0,7146.0,,,3273645.5,0.0,421838.0,2851807.0,0.5,154.4,0.74
4091,19789,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,39251,33720.0,0.0,0.0,,83.0,1082076.0,0.0,1037921.0,44155.0,0.0,9.58,0.24
4092,19790,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,44715,44715.0,0.0,0.0,,79.0,1809586.5,0.0,1378446.0,431141.0,0.0,32.51,0.73
4093,19792,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,21715,21715.0,4290.0,0.0,,,528411.75,0.0,459307.0,69105.0,0.0,6.87,0.32
4095,19794,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,56652,56652.0,0.0,0.0,,98.0,1638562.5,0.0,704360.0,934203.0,0.0,54.53,0.96
4096,19797,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,20798,20798.0,0.0,0.0,,53.0,647792.75,0.0,647793.0,0.0,0.0,4.52,0.22
4098,19799,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,20296,19542.0,754.0,0.0,,67.0,556700.375,0.0,556701.0,0.0,0.0,3.88,0.19
4100,19805,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,31537,24459.0,0.0,0.0,,63.0,832986.75,0.0,832987.0,0.0,0.0,5.81,0.18
4101,19808,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,48744,48744.0,0.0,0.0,,32.0,1678495.25,0.0,1678495.0,0.0,0.25,11.7,0.24
4102,19824,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1.0,23931,22088.0,3983.0,0.0,,,635516.375,0.0,480219.0,155297.0,0.375,11.6,0.48
4103,19826,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,39966,33396.0,12000.0,3151.0,,,871355.0,0.0,868234.0,3122.0,0.0,6.22,0.16
4104,19830,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,72763,70013.0,39780.0,2760.0,,,2821489.25,0.0,2390109.0,431380.0,0.25,39.57,0.54
4105,19831,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,59600,59600.0,0.0,0.0,,48.0,1406648.125,0.0,1406648.0,0.0,0.125,9.81,0.16
4106,19832,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,40948,32170.0,8778.0,0.0,,85.0,687953.375,0.0,687954.0,0.0,0.0,4.8,0.12
4107,19833,NonResidential,University,DOWNTOWN,1.0,28923,28800.0,0.0,0.0,,,439311.81259999995,0.0,174768.0,264544.0,0.0,15.27,0.53
4108,19835,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,65210,56635.0,8575.0,0.0,,95.0,2709973.5,0.0,1322686.0,1387288.0,0.0,82.9,1.27
4109,19836,NonResidential,University,DOWNTOWN,1.0,21600,21600.0,0.0,0.0,,,323739.4063,0.0,235546.0,88193.0,0.40629999997327104,6.33,0.29
4110,19839,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1.0,21712,21712.0,0.0,0.0,,93.0,1224685.125,0.0,335078.0,889607.0,0.125,49.58,2.28
4111,19841,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1.0,53232,39530.0,7865.0,4385.0,,,1759518.5,0.0,1180845.0,578673.0,0.5,38.97,0.73
4112,19845,NonResidential,Retail Store,NORTHEAST,1.0,25735,25691.0,0.0,0.0,2013,82.0,1169394.75,0.0,953695.0,215700.0,0.0,18.1,0.7
4113,19846,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,57856,59742.0,0.0,0.0,,59.0,1675510.75,0.0,1675511.0,0.0,0.0,11.68,0.2
4114,19847,NonResidential,Retail Store,NORTHEAST,1.0,25862,25562.0,300.0,0.0,,20.0,4801472.0,0.0,2185523.0,2615949.0,0.0,154.17,5.96
4115,19848,NonResidential,Retail Store,NORTHEAST,1.0,49965,47465.0,2500.0,0.0,,82.0,3377209.75,0.0,3247196.0,130013.0,0.75,29.54,0.59
4116,19849,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,53698,53698.0,2700.0,0.0,,97.0,1018111.0,0.0,1018111.0,0.0,0.0,7.1,0.13
4117,19851,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,23338,29100.0,2536.0,0.0,,62.0,2050861.125,0.0,644057.0,1406804.0,0.125,79.21,3.39
4118,19852,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,39594,34137.0,5457.0,0.0,,74.0,999856.0,0.0,604566.0,395290.0,0.0,25.21,0.64
4119,19853,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,20028,20028.0,0.0,0.0,,95.0,511797.31259999995,151742.5,360055.0,0.0,0.0,14.22,0.71
4120,19854,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,65535,51096.0,3374.0,1564.0,,,3245772.0,1014571.688,2231200.0,0.0,0.3119999999180436,93.87,1.43
4121,19855,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,23622,26195.0,2285.0,0.0,,100.0,552007.5,0.0,419848.0,132159.0,0.5,9.95,0.42
4122,19856,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,23563,20183.0,3380.0,0.0,,67.0,883197.375,0.0,883198.0,0.0,0.0,6.16,0.26
4123,19857,NonResidential,Mixed Use Property,DOWNTOWN,1.0,28600,12000.0,11000.0,3000.0,,,1062722.25,0.0,697769.0,364954.0,0.0,24.25,0.85
4124,19858,NonResidential,Mixed Use Property,DOWNTOWN,1.0,26160,15549.0,12379.0,10611.0,,55.0,2186018.5,0.0,2186018.0,0.0,0.5,15.24,0.4
4125,19860,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,26840,29040.0,0.0,0.0,,24.0,1989287.0,0.0,1989287.0,0.0,0.0,13.87,0.52
4126,19861,NonResidential,Retail Store,DOWNTOWN,1.0,46800,36019.0,10781.0,0.0,,86.0,1245187.5,0.0,1245187.0,0.0,0.5,8.68,0.19
4127,19862,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,37350,39000.0,26640.0,0.0,,51.0,2067352.5,0.0,2062620.0,4732.0,0.5,14.63,0.23
4128,19864,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,28800,21600.0,7200.0,6200.0,,50.0,1345025.5,0.0,923904.0,421122.0,0.0,28.81,1.0
4129,19865,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,23015,19132.0,3883.0,0.0,,,1458617.125,0.0,805944.0,652673.0,0.125,40.28,1.75
4130,19870,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,36676,22129.0,9751.0,2506.0,,,2214469.5,0.0,1512202.0,702267.0,0.5,47.84,1.3
4131,19871,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,28584,26556.0,4968.0,0.0,,75.0,1696978.5,0.0,643674.0,1053305.0,0.0,60.43,1.8
4132,19873,NonResidential,Retail Store,DOWNTOWN,1.0,26270,26270.0,0.0,0.0,,32.0,1560461.75,0.0,1064100.0,496361.0,0.75,33.78,1.29
4133,19874,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,49800,49800.0,7820.0,0.0,,50.0,2385395.0,0.0,2385395.0,0.0,0.0,16.63,0.29
4134,19875,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,33440,33440.0,0.0,0.0,,38.0,3288836.0,0.0,428689.0,2860147.0,0.0,154.89,4.63
4135,19876,NonResidential,Mixed Use Property,DOWNTOWN,1.0,22616,12960.0,7760.0,6080.0,,,418348.5,0.0,418348.0,0.0,0.5,2.92,0.1
4136,19878,NonResidential,Hotel,DOWNTOWN,1.0,57800,57800.0,0.0,0.0,,87.0,2443065.25,0.0,1375435.0,1067630.0,0.25,66.29,1.15
4137,19881,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,69590,69590.0,0.0,0.0,,97.0,4188660.5,0.0,1541059.0,2647601.0,0.5,151.36,2.18
4138,19884,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,321050,226500.0,94550.0,0.0,,32.0,14168729.0,0.0,8297277.0,5871452.0,0.0,369.68,1.15
4139,19885,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,192077,142497.0,49580.0,0.0,,98.0,3644982.25,0.0,3644982.0,0.0,0.25,25.41,0.13
4140,19887,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,203940,143183.0,60757.0,0.0,,97.0,6485203.0,0.0,3672464.0,2812738.0,1.0,174.99,0.86
4141,19889,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,21284,21284.0,0.0,0.0,,94.0,785052.75,0.0,399264.0,385789.0,0.0,23.27,1.09
4142,19890,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,48786,37367.0,16670.0,0.0,,87.0,968698.3125,0.0,968698.0,0.0,0.3125,6.75,0.14
4143,19893,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,98222,37924.0,6443.0,0.0,,82.0,2001936.5,0.0,1278844.0,723092.0,0.5,47.32,0.48
4144,19894,NonResidential,Other,DOWNTOWN,1.0,31890,31160.0,0.0,0.0,,2.0,1858224.625,0.0,1858224.0,0.0,0.625,12.95,0.41
4145,19895,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,30438,25920.0,13155.0,0.0,,53.0,1441900.5,450522.3125,991378.0,0.0,0.1875,41.69,0.95
4146,19896,NonResidential,Restaurant,DOWNTOWN,1.0,22381,22381.0,0.0,0.0,,,3532966.5,0.0,1319044.0,2213922.0,0.5,126.78,5.66
4147,19899,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,398513,538339.0,139826.0,0.0,,47.0,22591288.0,0.0,13120121.0,9471167.0,0.0,594.48,1.1
4148,19900,NonResidential,Laboratory,DOWNTOWN,1.0,49249,40584.0,7165.0,0.0,,,33268410.0,0.0,10854749.0,22413661.0,0.0,1266.06,25.71
4149,19902,NonResidential,Retail Store,DOWNTOWN,1.0,23562,13940.0,10439.0,0.0,,,439521.0938,0.0,264519.0,175002.0,0.09379999997327104,11.14,0.45
4150,19903,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,41030,25129.0,15901.0,0.0,,68.0,1135172.25,0.0,776165.0,359007.0,0.25,24.48,0.6
4151,19904,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,41359,37224.0,1600.0,1478.0,,,2926089.0,0.0,1185506.0,1740584.0,0.0,100.71,2.44
4152,19906,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,188715,113269.0,21000.0,3461.0,,72.0,3834440.0,0.0,3833492.0,947.0,1.0,26.78,0.14
4153,19907,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,23989,23989.0,0.0,0.0,,61.0,684941.375,0.0,684941.0,0.0,0.375,4.77,0.2
4154,19910,NonResidential,Medical Office,DOWNTOWN,1.0,26670,26670.0,0.0,0.0,,51.0,1553208.375,0.0,1553175.0,33.0,0.375,10.83,0.41
4155,19911,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,41834,29948.0,10780.0,1106.0,,,1044220.625,0.0,1044220.0,0.0,0.625,7.28,0.17
4156,19913,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,34060,34060.0,0.0,0.0,,86.0,2195828.0,0.0,372437.0,1823391.0,0.0,99.44,2.92
4158,19917,Nonresidential COS,Other,DOWNTOWN,1.0,37740,38939.0,0.0,0.0,,,3095882.0,0.0,1699362.0,1396520.0,0.0,86.02,2.28
4159,19918,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,328947,277950.0,0.0,0.0,,79.0,8233527.5,0.0,7779214.0,454313.0,0.5,78.36,0.24
4160,19919,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,119764,132400.0,0.0,0.0,,74.0,3603765.25,0.0,3603765.0,0.0,0.25,25.12,0.16
4161,19920,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,44736,40636.0,4504.0,0.0,,82.0,2400507.25,0.0,526821.0,1873686.0,0.25,103.18,2.31
4162,19921,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,22400,22400.0,0.0,0.0,,57.0,743748.5,0.0,743748.0,0.0,0.5,5.18,0.23
4163,19922,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,70200,70200.0,0.0,0.0,,9.0,3742915.0,0.0,3742915.0,0.0,0.0,26.09,0.37
4164,19923,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,21840,21840.0,0.0,0.0,,94.0,890977.625,0.0,434491.0,456487.0,0.0,27.27,1.25
4165,19924,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1.0,33880,27993.0,5887.0,0.0,,64.0,2204160.5,0.0,400470.0,1803692.0,0.0,98.59,2.91
4166,19925,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,326619,302922.0,23697.0,0.0,,81.0,17431872.0,0.0,5788003.0,11643866.0,3.0,658.76,1.67
4167,19926,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,23752,14317.0,9435.0,0.0,,,1067153.5,0.0,571058.0,496096.0,0.0,30.33,1.28
4168,19927,NonResidential,Hotel,DOWNTOWN,1.0,44416,52668.0,0.0,0.0,,61.0,2669564.25,0.0,1495543.0,1174021.0,0.25,72.78,1.64
