,OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse_kBtu,SteamUse_kBtu,Electricity_kBtu,NaturalGas_kBtu,OtherFuelUse_kBtu,GHGEmissions_MetricTonsCO2e,GHGEmissionsIntensity_kgCO2e_ft2
3845,691,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,99470,79470.0,11000.0,9000.0,,,6136327.5,0.0,4063986.0,2072341.0,0.5,138.39,1.39
3846,692,NonResidential,Other,DOWNTOWN,1.0,78852,197040.0,78852.0,0.0,,,5233553.5,0.0,5233553.0,0.0,0.5,36.49,0.13
3847,693,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,98668,98668.0,0.0,0.0,2016201520142013201220102009,91.0,4391348.0,0.0,4391348.0,0.0,0.0,30.61,0.31
3848,694,NonResidential,Large Office,GREATER DUWAMISH,1.0,130550,80157.0,34302.0,26937.0,,12.0,8751704.0,0.0,7938248.0,813455.0,1.0,98.54,0.62
3849,696,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,105100,105100.0,0.0,0.0,,1.0,22078064.0,0.0,17657706.0,4420357.0,1.0,357.86,3.4
3851,701,NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,50660,50660.0,0.0,0.0,,51.0,2661488.0,0.0,1747974.0,913514.0,0.0,60.7,1.2
3852,702,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,61929,39879.0,0.0,0.0,,59.0,2203026.5,0.0,1328054.0,874972.0,0.5,55.73,0.9
3853,703,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,110111,104667.0,55000.0,5444.0,,1.0,25478086.0,0.0,25478083.0,0.0,3.0,177.62,1.08
3855,705,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,103966,106449.0,50258.0,0.0,,63.0,7857972.5,0.0,7857972.0,0.0,0.5,54.78,0.34
3856,706,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,137201,133451.0,46763.0,3750.0,,56.0,14856199.0,0.0,14856198.0,0.0,1.0,103.57,0.56
3857,707,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,129362,109978.0,78848.0,0.0,2016201120102009,95.0,5514308.5,0.0,3817281.0,1697027.0,0.5,116.74,0.56
3858,708,NonResidential,Large Office,DOWNTOWN,1.0,197203,178625.0,87624.0,14653.0,,63.0,12729858.0,0.0,12729856.0,0.0,2.0,88.74,0.32
3859,709,NonResidential,Large Office,DOWNTOWN,1.0,187130,171783.0,9581.0,4413.0,2010,77.0,10053489.0,0.0,10053488.0,0.0,1.0,70.09,0.37
3860,710,NonResidential,Large Office,DOWNTOWN,1.0,133177,126218.0,12717.0,0.0,2016201520122009,99.0,17186624.0,0.0,17186623.0,0.0,1.0,119.81,0.48
3861,711,NonResidential,Warehouse,DOWNTOWN,1.0,154330,95330.0,0.0,0.0,,81.0,1262235.25,0.0,1262235.0,0.0,0.25,8.8,0.06
3862,712,NonResidential,Large Office,DOWNTOWN,1.0,93555,64055.0,14621.0,12359.0,,,4515180.5,266262.0,4248918.0,0.0,0.5,50.17,0.46
3863,713,NonResidential,Large Office,DOWNTOWN,1.0,167860,110370.0,19801.0,634.0,,70.0,6797647.0,0.0,6797646.0,0.0,1.0,47.39,0.28
3864,715,NonResidential,Large Office,DOWNTOWN,1.0,112560,80400.0,16080.0,0.0,,86.0,4946798.5,0.0,3574020.0,1372778.0,0.5,97.82,0.87
3865,716,NonResidential,Retail Store,DOWNTOWN,1.0,86204,67670.0,13534.0,0.0,,89.0,3241917.0,0.0,2235899.0,1006018.0,0.0,69.02,0.8
3866,717,Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,145158,101633.0,48544.0,10270.0,,51.0,8384523.0,0.0,7062138.0,1322385.0,0.0,119.46,0.82
3867,718,NonResidential,Large Office,GREATER DUWAMISH,1.0,112896,110746.0,57500.0,0.0,,66.0,10287986.0,0.0,8429189.0,1858797.0,0.0,157.48,1.39
3868,719,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,110613,99551.0,11061.0,0.0,,95.0,1015060.188,0.0,1015060.0,0.0,0.18799999996554106,7.08,0.06
3869,720,NonResidential,Warehouse,GREATER DUWAMISH,1.0,149881,119593.0,30288.0,0.0,,97.0,2417401.25,0.0,705059.0,1712342.0,0.25,95.86,0.64
3870,722,NonResidential,Warehouse,GREATER DUWAMISH,1.0,98220,129420.0,0.0,0.0,,12.0,6468090.0,0.0,5813591.0,654498.0,1.0,75.29,0.77
3871,723,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,84420,44300.0,24838.0,12349.0,,55.0,2848317.25,0.0,2848317.0,0.0,0.25,19.86,0.24
3872,725,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,73335,73335.0,0.0,0.0,,,5197118.0,0.0,2606839.0,2590279.0,0.0,155.74,2.12
3873,727,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,56876,48400.0,4276.0,4200.0,,,1791715.625,0.0,1011283.0,780432.0,0.625,48.5,0.85
3874,728,NonResidential,Warehouse,GREATER DUWAMISH,1.0,61200,61200.0,0.0,0.0,,16.0,4912143.0,0.0,1782902.0,3129241.0,0.0,178.62,2.92
3875,729,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,111908,109090.0,0.0,0.0,,87.0,1555420.25,0.0,1050508.0,504912.0,0.25,34.14,0.31
3876,730,NonResidential,Other,GREATER DUWAMISH,3.0,63644,65700.0,0.0,0.0,,,6858533.5,0.0,4242711.0,2615822.0,0.5,168.5,2.65
3877,731,NonResidential,Mixed Use Property,GREATER DUWAMISH,3.0,89893,58605.0,24338.0,18864.0,,,3639670.25,0.0,3639670.0,0.0,0.25,25.37,0.23
3878,732,NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,106345,168735.0,0.0,0.0,,91.0,16865978.0,0.0,13051820.0,3814156.0,2.0,293.56,2.07
3879,734,NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,71037,70074.0,0.0,0.0,,5.0,4817062.0,0.0,4817062.0,0.0,0.0,33.58,0.36
3880,735,NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1.0,56259,31582.0,20962.0,3715.0,,,2346571.5,0.0,817697.0,1528874.0,0.5,86.9,1.54
3881,738,NonResidential,Other,NORTHEAST,1.0,143439,119570.0,23869.0,0.0,,,25631512.0,0.0,14100771.0,11530741.0,0.0,710.7,4.95
3882,739,NonResidential,Large Office,LAKE UNION,1.0,113768,105206.0,31992.0,6374.0,20162012,73.0,8873485.0,0.0,8873484.0,0.0,1.0,61.86,0.31
3883,740,NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,51374,77174.0,0.0,0.0,,33.0,5481549.0,0.0,5481548.0,0.0,1.0,38.21,0.5
3884,741,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,110524,98781.0,8634.0,0.0,20112009,57.0,6859198.0,0.0,6859197.0,0.0,1.0,47.82,0.43
3885,742,NonResidential,Mixed Use Property,LAKE UNION,1.0,183574,97500.0,88051.0,54106.0,,,21042926.0,0.0,17407502.0,3635421.0,3.0,314.43,1.09
3886,743,NonResidential,Laboratory,LAKE UNION,1.0,97366,97365.0,0.0,0.0,,,36436388.0,0.0,16913185.0,19523202.0,1.0,1154.79,9.98
3887,744,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,157186,163082.0,83425.0,0.0,2009,88.0,8655604.0,0.0,8488392.0,167210.0,2.0,68.06,0.28
3888,745,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,84210,89075.0,15164.0,0.0,2017,85.0,4750799.0,0.0,4059275.0,691523.0,1.0,65.03,0.63
3889,748,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,76893,90345.0,33380.0,15845.0,,,12029600.0,0.0,8209260.0,3820339.0,1.0,260.13,3.38
3890,749,NonResidential,Large Office,DOWNTOWN,1.0,126370,126648.0,23913.0,0.0,2009,65.0,9343428.0,0.0,8155743.0,1187684.0,1.0,119.93,0.8
3891,750,NonResidential,Large Office,DOWNTOWN,1.0,274362,274362.0,0.0,0.0,2016,82.0,16540550.0,0.0,15836054.0,704494.0,2.0,147.82,0.54
3892,751,NonResidential,Large Office,DOWNTOWN,1.0,261722,270237.0,71602.0,0.0,2016201320122011201020092008,85.0,17750994.0,0.0,15083312.0,2667680.0,2.0,246.83,0.65
3893,752,NonResidential,Large Office,DOWNTOWN,1.0,169020,156414.0,10337.0,8208.0,,83.0,11480494.0,2887565.25,7209495.0,1383432.0,1.75,346.62,2.05
3894,753,NonResidential,Other,DOWNTOWN,1.0,429405,218997.0,210409.0,0.0,,98.0,274682208.0,0.0,274532495.0,149672.0,41.0,1921.82,4.48
3895,754,NonResidential,Large Office,DOWNTOWN,1.0,293737,312442.0,84800.0,18799.0,20162015201320122011201020092008,90.0,15878689.0,0.0,15878687.0,0.0,2.0,110.7,0.29
3896,755,NonResidential,Medical Office,DOWNTOWN,1.0,335064,281598.0,27597.0,21519.0,,68.0,22104512.0,6090187.5,16002341.0,11981.0,2.5,582.28,1.6
3897,756,NonResidential,Retail Store,DOWNTOWN,1.0,78920,78920.0,0.0,0.0,,80.0,8303666.5,0.0,7177346.0,1126320.0,0.5,109.85,1.39
3899,758,NonResidential,Other,DOWNTOWN,1.0,947987,561684.0,100000.0,80000.0,,,46510960.0,0.0,46510954.0,0.0,6.0,324.25,0.34
3900,759,NonResidential,Mixed Use Property,EAST,1.0,55520,17120.0,15300.0,13400.0,,,3686962.25,0.0,973907.0,2713055.0,0.25,150.88,2.72
3901,760,NonResidential,Large Office,DOWNTOWN,1.0,132998,138257.0,0.0,0.0,,97.0,3775187.375,1530680.625,2244507.0,0.0,0.0,133.8,1.01
3902,761,NonResidential,Retail Store,DOWNTOWN,1.0,83118,45000.0,0.0,0.0,,59.0,2443141.5,0.0,2209419.0,233722.0,0.5,27.82,0.33
3903,762,NonResidential,Retail Store,DOWNTOWN,1.0,77555,73563.0,0.0,0.0,,39.0,7802205.5,0.0,7802052.0,153.0,0.5,54.4,0.7
3904,763,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,51218,44913.0,7044.0,0.0,,57.0,2886141.5,0.0,2886141.0,0.0,0.5,20.12,0.39
3905,764,NonResidential,Large Office,DOWNTOWN,1.0,489182,371450.0,65451.0,9295.0,,43.0,36378588.0,0.0,32633842.0,3744742.0,4.0,426.39,0.87
3906,765,NonResidential,Large Office,DOWNTOWN,1.0,203251,182604.0,13320.0,6246.0,2014201320122008,62.0,16246106.0,7413886.0,8704772.0,127447.0,1.0,639.72,2.95
3907,766,NonResidential,Large Office,DOWNTOWN,1.0,189175,151740.0,12645.0,0.0,,13.0,19036416.0,0.0,19036413.0,0.0,3.0,132.71,0.7
3908,767,NonResidential,Large Office,DOWNTOWN,1.0,219322,145491.0,70603.0,0.0,,25.0,17074142.0,0.0,17074139.0,0.0,3.0,119.03,0.41
3909,768,NonResidential,Large Office,DOWNTOWN,1.0,122356,95942.0,15523.0,182.0,,91.0,4585070.5,0.0,4371815.0,213255.0,0.5,41.8,0.34
3910,769,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,52298,50250.0,0.0,0.0,,89.0,1968655.125,0.0,1968655.0,0.0,0.125,13.72,0.26
3911,771,NonResidential,Large Office,DOWNTOWN,1.0,116640,82053.0,6561.0,6333.0,,75.0,6758565.5,1736650.625,5021914.0,0.0,0.875,169.06,1.45
3914,774,NonResidential,Large Office,DOWNTOWN,1.0,129000,227556.0,77887.79688,0.0,,95.0,8493420.0,0.0,8493419.0,0.0,1.0,59.21,0.26
3915,775,NonResidential,Large Office,DOWNTOWN,1.0,1632820,1680937.0,319368.0,0.0,2017201620152012200920072006,86.0,92937640.0,0.0,87851862.0,5085763.0,15.0,882.56,0.45
3916,776,NonResidential,Medical Office,EAST,1.0,89025,81873.0,67000.0,0.0,,15.0,8523594.0,0.0,7873601.0,649993.0,0.0,89.41,0.47
3917,777,NonResidential,University,CENTRAL,1.0,60122,60122.0,0.0,0.0,,,690529.5,0.0,593029.0,97500.0,0.5,9.31,0.15
3918,778,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,81300,84481.0,8474.0,0.0,,83.0,4052720.0,0.0,3983832.0,68888.0,0.0,31.43,0.33
3919,779,NonResidential,Large Office,DOWNTOWN,1.0,224857,204993.0,0.0,0.0,,79.0,15272491.0,4047481.0,11225008.0,0.0,2.0,390.67,1.74
3920,780,NonResidential,Large Office,DOWNTOWN,1.0,321473,343400.0,114237.0,0.0,2014201020082001,96.0,13568148.0,0.0,13568146.0,0.0,2.0,94.59,0.21
3921,782,NonResidential,Other,GREATER DUWAMISH,1.0,58492,58500.0,0.0,0.0,,,1594422.5,0.0,717806.0,876616.0,0.5,51.56,0.88
3922,783,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,62370,49473.0,10408.0,0.0,,30.0,4353025.0,0.0,4353024.0,0.0,1.0,30.35,0.49
3923,784,NonResidential,Warehouse,GREATER DUWAMISH,1.0,73296,77800.0,0.0,0.0,2014,83.0,2356376.5,0.0,1117577.0,1238800.0,0.0,73.58,1.0
3924,785,Nonresidential COS,Other,GREATER DUWAMISH,1.0,99122,50036.0,49086.0,0.0,,,14469228.0,0.0,12766128.0,1703098.0,2.0,179.45,1.81
3925,786,NonResidential,Other,GREATER DUWAMISH,1.0,66133,60787.0,13805.0,2408.0,,,6345009.5,0.0,5354420.0,990589.0,0.5,89.94,1.36
3926,787,NonResidential,Warehouse,GREATER DUWAMISH,1.0,115668,101752.0,8068.0,4270.0,,,3534690.75,0.0,1657935.0,1876755.0,0.75,111.23,0.96
3927,791,NonResidential,Other,GREATER DUWAMISH,1.0,141686,152511.0,0.0,0.0,,,6673138.0,0.0,6673137.0,0.0,1.0,46.52,0.33
3928,792,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,93610,101278.0,502.0,0.0,2016,95.0,6235947.0,0.0,3877758.0,2358189.0,0.0,152.28,1.63
3929,793,NonResidential,Large Office,GREATER DUWAMISH,1.0,156188,141917.0,0.0,0.0,,67.0,6843855.0,0.0,6557481.0,286373.0,1.0,60.92,0.39
3930,794,NonResidential,Warehouse,GREATER DUWAMISH,1.0,115620,56900.0,0.0,0.0,,11.0,1951856.25,0.0,1951856.0,0.0,0.25,13.61,0.12
3931,796,NonResidential,Large Office,GREATER DUWAMISH,1.0,238148,245240.0,5616.0,5616.0,,93.0,10775646.0,0.0,10775645.0,0.0,1.0,75.12,0.32
3932,797,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,71718,71718.0,0.0,0.0,,100.0,151754.2969,0.0,151754.0,0.0,0.2968999999866355,1.06,0.01
3933,798,NonResidential,Warehouse,GREATER DUWAMISH,1.0,55450,34206.0,21244.0,0.0,,31.0,4345698.0,0.0,2149197.0,2196501.0,0.0,131.64,2.37
3934,799,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,54880,55000.0,0.0,0.0,,32.0,2763597.0,0.0,1240788.0,1522809.0,0.0,89.53,1.63
3935,800,NonResidential,Retail Store,DELRIDGE,1.0,102500,99471.0,0.0,0.0,2011,81.0,7305474.0,0.0,4972873.0,2332600.0,1.0,158.55,1.55
3936,801,NonResidential,Other,NORTHEAST,1.0,88498,232685.0,63419.0,15757.0,,,8915523.0,0.0,7663584.0,1251938.0,1.0,119.92,0.33
3937,802,NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1.0,50785,27382.0,0.0,0.0,,57.0,7439009.0,0.0,4327325.0,3111684.0,0.0,195.43,3.85
3939,804,NonResidential,Other,North,1.0,283435,321828.0,298043.0,5636.0,,,11077140.0,0.0,10602152.0,474987.0,1.0,99.14,0.33
3940,805,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,411584,288048.0,83683.0,35760.0,,43.0,15091579.0,0.0,7501894.0,7589685.0,0.0,455.39,1.11
3941,806,NonResidential,Mixed Use Property,DOWNTOWN,1.0,73320,27283.0,23277.0,6540.0,,,1141189.5,0.0,681682.0,459508.0,0.0,29.16,0.4
3942,807,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,142510,149081.0,76364.0,0.0,2017,77.0,9683979.0,0.0,9683978.0,0.0,1.0,67.51,0.28
3943,809,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,79920,95760.0,0.0,0.0,,83.0,5392617.5,0.0,4593859.0,798758.0,0.5,74.45,0.78
3944,811,NonResidential,Warehouse,GREATER DUWAMISH,1.0,179413,178087.0,0.0,0.0,,57.0,3459543.0,0.0,3459542.0,0.0,1.0,24.12,0.13
3945,812,NonResidential,Warehouse,GREATER DUWAMISH,1.0,65288,60000.0,5000.0,5000.0,,,605971.1875,0.0,605971.0,0.0,0.1875,4.22,0.06
3946,813,NonResidential,Warehouse,Delridge,1.0,170632,164806.0,5826.0,0.0,,98.0,602245.0,0.0,602245.0,0.0,0.0,4.2,0.02
3947,814,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,381511,220033.0,168978.0,0.0,20172015201420132011,87.0,11410228.0,0.0,10834205.0,576022.0,1.0,106.12,0.28
3948,815,NonResidential,Large Office,DOWNTOWN,1.0,275166,295494.0,94781.0,0.0,20172016,91.0,13631141.0,0.0,13631140.0,0.0,1.0,95.03,0.23
3949,817,NonResidential,Mixed Use Property,NORTHEAST,1.0,68100,41624.0,33399.0,20740.0,,63.0,4865551.5,0.0,3880094.0,985457.0,0.5,79.39,0.65
3950,819,NonResidential,Retail Store,NORTHEAST,1.0,93803,85572.0,2950.0,2500.0,,,5453438.5,0.0,3884335.0,1569103.0,0.5,110.41,1.18
3952,821,NonResidential,Warehouse,GREATER DUWAMISH,1.0,123000,112484.0,24433.0,0.0,,47.0,3004271.0,0.0,3004271.0,0.0,0.0,20.94,0.17
3953,822,NonResidential,Warehouse,GREATER DUWAMISH,1.0,60448,52702.0,7746.0,0.0,,90.0,1052244.5,0.0,620853.0,431392.0,0.0,27.24,0.45
3954,828,NonResidential,Hospital,EAST,7.0,1765970,1639334.0,441551.0,0.0,,54.0,291614432.0,134943456.0,139354828.0,17316120.0,28.0,12307.16,6.97
3955,829,NonResidential,Other,MAGNOLIA / QUEEN ANNE,3.0,62600,215197.0,0.0,0.0,,,11147342.0,0.0,4031128.0,7116213.0,1.0,406.04,6.49
3956,830,NonResidential,Mixed Use Property,EAST,1.0,55800,26400.0,19200.0,17000.0,,,2655387.5,0.0,2604783.0,50604.0,0.5,20.85,0.27
3957,831,NonResidential,Medical Office,EAST,1.0,130262,146150.0,139000.0,0.0,,59.0,12731388.0,0.0,11761550.0,969837.0,1.0,133.5,0.46
3958,832,NonResidential,Other,NORTH,1.0,90266,87552.0,0.0,0.0,,18.0,7771933.5,0.0,7771933.0,0.0,0.5,54.18,0.6
3959,837,NonResidential,Warehouse,Ballard,1.0,80874,87332.0,0.0,0.0,,87.0,1165598.75,0.0,1027649.0,137950.0,0.0,14.49,0.17
3960,839,NonResidential,Hotel,EAST,1.0,100528,100528.0,50017.0,0.0,,28.0,13410041.0,0.0,5601497.0,7808543.0,1.0,453.76,3.01
3961,841,NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,141718,134197.0,5803.0,0.0,,,19085174.0,0.0,14573159.0,4512014.0,1.0,341.23,2.41
3962,843,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,1.0,90583,92000.0,20000.0,4006.0,,8.0,9444484.0,0.0,4825247.0,4619236.0,1.0,278.97,2.49
3963,845,NonResidential,Warehouse,EAST,1.0,132828,132828.0,0.0,0.0,,83.0,1083729.625,0.0,1083729.0,0.0,0.625,7.56,0.06
3964,847,NonResidential,Warehouse,DELRIDGE,1.0,70400,58047.0,12353.0,0.0,,1.0,13962749.0,0.0,9916987.0,4045761.0,1.0,284.01,4.03
3965,848,NonResidential,Retail Store,NORTHWEST,1.0,101830,130767.0,0.0,0.0,,60.0,10713006.0,0.0,5935365.0,4777640.0,1.0,295.12,2.9
3967,851,NonResidential,University,CENTRAL,2.0,114000,114000.0,0.0,0.0,,,7575080.0,0.0,6341815.0,1233264.0,1.0,109.71,0.96
3968,854,SPS-District K-12,Other,GREATER DUWAMISH,1.0,338063,180633.0,50000.0,50000.0,,,20675922.0,0.0,18175883.0,2500035.0,4.0,259.49,0.77
3969,857,NonResidential,Warehouse,SOUTHWEST,1.0,152365,149293.0,7858.0,0.0,,88.0,1069749.5,0.0,948207.0,121543.0,0.0,13.07,0.09
3970,858,NonResidential,Medical Office,CENTRAL,1.0,320946,236359.0,86298.0,0.0,,57.0,25471308.0,0.0,25205084.0,266222.0,2.0,189.85,0.59
3971,859,NonResidential,Retail Store,GREATER DUWAMISH,1.0,74178,74178.0,0.0,0.0,,,5402181.0,0.0,3296324.0,2105856.0,1.0,134.82,1.82
3972,861,NonResidential,Medical Office,EAST,1.0,162150,177748.0,0.0,0.0,,70.0,9941308.0,0.0,9941307.0,0.0,1.0,69.3,0.25
3973,864,NonResidential,Warehouse,NORTH,1.0,80360,80360.0,0.0,0.0,,96.0,686019.1875,0.0,437019.0,249000.0,0.1875,16.27,0.2
3975,867,NonResidential,Supermarket / Grocery Store,EAST,1.0,119190,46280.0,0.0,0.0,,71.0,10077532.0,0.0,5813407.0,4264124.0,1.0,267.0,2.24
3976,868,NonResidential,Other,GREATER DUWAMISH,1.0,51856,48103.0,3753.0,0.0,,,1938613.125,0.0,1938613.0,0.0,0.125,13.51,0.26
3977,1280,NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,53552,26044.0,13884.0,13858.0,,3.0,7070998.5,0.0,7070998.0,0.0,0.5,49.29,0.75
3978,1281,NonResidential,Large Office,NORTHEAST,1.0,65434,65434.0,0.0,0.0,,1.0,17880184.0,0.0,17791664.0,88516.0,4.0,128.73,1.13
3979,19440,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,31334,31334.0,0.0,0.0,,88.0,722062.75,0.0,722063.0,0.0,0.0,5.03,0.16
3980,19441,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1.0,47658,47658.0,0.0,0.0,,53.0,1167967.125,0.0,1167967.0,0.0,0.125,8.14,0.17
3981,19445,NonResidential,Low-Rise Multifamily,LAKE UNION,1.0,56986,91064.0,0.0,0.0,,32.0,1997181.5,0.0,1744199.0,252982.0,0.5,25.6,0.28
3982,19448,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,24059,24059.0,0.0,0.0,,65.0,695955.625,0.0,695956.0,0.0,0.0,4.85,0.2
3983,19451,Multifamily LR (1-4),Senior Care Community,CENTRAL,1.0,66402,132804.0,0.0,0.0,,72.0,9097980.0,0.0,3023688.0,6074292.0,0.0,343.68,5.18
3984,19453,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,76285,60487.0,15798.0,0.0,,68.0,1742351.25,0.0,1742351.0,0.0,0.25,12.15,0.16
3985,19454,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,46873,29914.0,16959.0,0.0,,90.0,864004.625,0.0,864004.0,0.0,0.625,6.02,0.13
3986,19456,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,5.0,62900,48618.0,12417.0,0.0,,100.0,1552051.25,0.0,372279.0,1179772.0,0.25,65.25,1.04
3987,19459,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1.0,23937,20148.0,3233.0,3024.0,,,681354.1875,0.0,681354.0,0.0,0.1875,4.75,0.17
3988,19461,NonResidential,Worship Facility,NORTHEAST,1.0,22220,22220.0,0.0,0.0,,90.0,778355.625,0.0,208060.0,570296.0,0.0,31.74,1.43
3990,19464,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1.0,86992,215698.0,65701.0,6803.0,,100.0,4934559.0,0.0,3615487.0,1319071.0,1.0,95.26,0.62
3991,19466,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1.0,26211,26211.0,0.0,0.0,,68.0,1422814.375,0.0,290307.0,1132507.0,0.375,62.17,2.37
3992,19471,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1.0,28260,14200.0,7000.0,5427.0,,,2213115.5,0.0,1243115.0,970000.0,0.5,60.18,2.13
3993,19472,NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,44700,23751.0,14024.0,10095.0,,,2042771.0,0.0,1689972.0,352799.0,0.0,30.52,0.68
3994,19477,NonResidential,Warehouse,GREATER DUWAMISH,1.0,44100,40000.0,0.0,0.0,,1.0,1618916.375,0.0,1618916.0,0.0,0.375,11.29,0.26
3995,19481,NonResidential,Distribution Center,GREATER DUWAMISH,1.0,27800,27800.0,0.0,0.0,,13.0,1224186.25,0.0,880605.0,343581.0,0.25,24.39,0.88
3996,19484,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1.0,321945,112340.0,11557.0,4407.0,,31.0,6856153.5,1694733.75,2780803.0,2380616.0,0.75,276.63,0.86
3997,19489,NonResidential,Warehouse,GREATER DUWAMISH,1.0,46340,46340.0,0.0,0.0,,3.0,2564004.0,0.0,2564004.0,0.0,0.0,17.87,0.39
3998,19491,Campus,Other,GREATER DUWAMISH,3.0,22800,22800.0,0.0,0.0,,,2222097.5,0.0,358020.0,1864077.0,0.5,101.5,4.45
3999,19498,Multifamily LR (1-4),Mixed Use Property,CENTRAL,1.0,22852,11980.0,10872.0,5500.0,,,560334.5,0.0,560334.0,0.0,0.5,3.91,0.1
4000,19501,NonResidential,Small- and Mid-Sized Office,CENTRAL,1.0,38460,38460.0,0.0,0.0,,69.0,1950713.25,0.0,1464669.0,486044.0,0.25,36.02,0.94
4001,19506,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1.0,86955,95460.0,5000.0,0.0,,90.0,2822377.25,0.0,1864755.0,957622.0,0.25,63.86,0.73
4002,19509,Multifamily HR (10+),High-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1.0,286408,194919.0,91489.0,0.0,,78.0,6310254.0,0.0,6309922.0,332.0,0.0,44.01,0.15
4003,19510,Multifamily LR (1-4),Mixed Use Property,SOUTHWEST,1.0,20214,47220.0,46290.0,16240.0,,92.0,2255459.5,0.0,1753089.0,502371.0,0.0,38.9,0.42
4004,19511,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,21888,21888.0,5500.0,0.0,,,777682.0,0.0,546073.0,231609.0,0.0,16.11,0.74
4005,19519,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,66849,66849.0,0.0,0.0,,,1898210.25,0.0,1898210.0,0.0,0.25,13.23,0.2
4006,19520,NonResidential,Worship Facility,NORTHWEST,1.0,21022,21022.0,0.0,0.0,,54.0,945245.625,0.0,137902.0,807343.0,0.625,43.84,2.09
4007,19528,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,30240,25200.0,0.0,0.0,,68.0,679294.75,0.0,679295.0,0.0,0.0,4.74,0.16
4008,19532,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1.0,59440,49532.0,0.0,0.0,,51.0,2503690.0,0.0,1728826.0,774864.0,0.0,53.21,0.9
4009,19533,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1.0,22445,20996.0,6526.0,0.0,,,456197.5938,0.0,456197.0,0.0,0.593799999973271,3.18,0.14
